Item Name,Item Color and Size,Item Sellout time
Polartec® L/S Polo,Dark Green - XXL,16.8
Polartec® L/S Polo,Dark Green - XLarge,17.2
Polartec® L/S Polo,Natural - XLarge,17.4
Polartec® L/S Polo,Natural - XXL,18.1
Polartec® L/S Polo,Dark Green - Small,18.5
Polartec® L/S Polo,Natural - Large,21.1
Polartec® L/S Polo,Natural - Small,21.7
WINDSTOPPER® Facemask,Red - N/A,22.9
Polartec® L/S Polo,Natural - Medium,27.7
WINDSTOPPER® Work Vest,Red - XXL,77.4
Polartec® L/S Polo,Black - XXL,77.5
Polartec® L/S Polo,Dark Green - Large,77.9
Polartec® L/S Polo,Black - XLarge,78.4
Polartec® L/S Polo,Dark Green - Medium,78.7
WINDSTOPPER® Work Vest,Dark Olive - XXL,79.8
WINDSTOPPER® Work Vest,Chocolate Chip Camo - XXL,82.0
WINDSTOPPER® Sweatpant,Chocolate Chip Camo - XXL,82.5
WINDSTOPPER® Facemask,Black - N/A,83.2
