Item Name,Item Color and Size,Item Sellout time
Heavenly Silk Polo,White - XXL,46.6
André 3000 Tee,Black - XXL,47.5
Studded Quilted Leather Jacket,Red - XLarge,48.4
André 3000 Tee,Lime - XXL,51.8
Studded Quilted Leather Jacket,White - Small,65.5
Slap Shot Tee,Purple - XXL,103.1
Slap Shot Tee,Green - XXL,110.5
Catwoman Tee,Green - XXL,113.8
Catwoman Tee,Stone - XXL,115.9
2-Tone Paneled Jean,Red - 38,118.1
André 3000 Tee,Black - Large,119.2
André 3000 Tee,Black - XLarge,120.1
André 3000 Tee,Eggplant - XXL,121.5
André 3000 Tee,Stone - XXL,125.3
