Item Name,Item Color and Size,Item Sellout time
Supreme®/Rhino Trunk,Red - N/A,17.8
Supreme®/IPA Porcellane Aosta <br>Espresso Set (Set of 2),Teal - N/A,18.3
Supreme®/Rhino Trunk,Leopard - N/A,19.0
Supreme®/Dickies® <br>Stripe 13” Loose Fit Work Short,Maroon - 38,68.5
Supreme®/Dickies® <br>Stripe 13” Loose Fit Work Short,Charcoal - 38,71.2
Supreme®/Dickies® <br>Stripe 13” Loose Fit Work Short,Brown - 38,71.3
Supreme®/Dickies® <br>Stripe Webbing Belt,Black - N/A,77.5
Premier Soccer Jersey,Green - XXL,78.3
Dragon Hooded L/S Top,Black - XXL,79.4
Supreme®/IPA Porcellane Aosta <br>Espresso Set (Set of 2),Black - N/A,82.0
Leopard Silk S/S Shirt,Green - XLarge,82.8
