Item Name,Item Color and Size,Item Sellout time
Manhattan Tee,Pale Blue - XXL,40.5
Handstyle Tee,Natural - XXL,40.6
Manhattan Tee,Black - XLarge,41.2
Box Logo Mesh Back New Era®,Black - 8,41.7
Manhattan Tee,Black - XXL,45.2
Manhattan Tee,White - XXL,45.6
Manhattan Tee,Light Pine - XXL,51.2
Handstyle Tee,Natural - XLarge,51.3
Too Many Assholes Tee,Bright Coral - XXL,53.6
Arc Water Short,Red - XXL,55.2
Box Logo Mesh Back New Era®,Brown - 8,55.4
Manhattan Tee,Light Pine - XLarge,58.1
Manhattan Tee,Bright Coral - XXL,60.1
Handstyle Tee,Black - XXL,60.5
Float Tee,Burnt Orange - XXL,62.9
Mask Tee,Burnt Orange - XLarge,63.5
Box Logo Mesh Back New Era®,Navy - 8,101.1
Arc Water Short,Brown - XXL,106.3
Handstyle Tee,Natural - Small,109.5
Manhattan Tee,Ash Grey - XXL,110.0
Arc Water Short,Black - XXL,110.5
Competition L/S Top,Tan - XXL,111.1
Manhattan Tee,White - XLarge,113.3
Arc Water Short,Red - XLarge,115.8
Manhattan Tee,Pale Blue - Small,119.0
Manhattan Tee,Pale Blue - XLarge,119.5
Arc Water Short,Red - Large,120.1
Box Logo Mesh Back New Era®,Brown - 7 1/8,120.9
Eyes Tee,Pale Blue - XXL,121.1
Manhattan Tee,Black - Large,122.0
Handstyle Tee,Natural - Large,122.9
Box Logo Mesh Back New Era®,Brown - 7 3/4,123.8
Cargo Work Short,Denim - 38,125.9
