Item Name,Item Color and Size,Item Sellout time
Supreme®/The North Face® <br>Taped Seam Shell Jacket,Times Square - XLarge,32.4
Supreme®/The North Face® <br>Taped Seam Shell Jacket,Yellow - XXL,34.7
Supreme®/The North Face® <br>Taped Seam Shell Jacket,Grey - XXL,40.1
New Era® Box Logo Balaclava,Black - N/A,44.0
Supreme®/The North Face® <br>800-Fill Half Zip Hooded Pullover,Yellow - XXL,51.2
Supreme®/The North Face® <br>800-Fill Half Zip Hooded Pullover,Grey - XXL,53.1
Supreme®/The North Face® <br>800-Fill Half Zip Hooded Pullover,Black - XXL,63.3
New Era® Box Logo Balaclava,Orange - N/A,114.3
Supreme®/The North Face® <br>Taped Seam Shell Jacket,Grey - XLarge,115.3
Supreme®/The North Face® <br>Taped Seam Shell Jacket,Times Square - Large,119.0
Supreme®/The North Face® <br>Pigment Printed Hooded Sweatshirt,Black - XXL,122.7
Supreme®/The North Face® <br>Taped Seam Shell Jacket,Yellow - XLarge,122.7
New Era® Box Logo Balaclava,Dark Purple - N/A,124.2
Supreme®/The North Face® <br>Pigment Printed Sweatpant,Black - XXL,131.9
