Item Name,Item Color and Size,Item Sellout time
Rocket Sweater,Black - XLarge,40.5
Supreme®/New York Yankees™ <br>Kanji New Era®,Tan - 8,45.7
Supreme®/MLB® <br>Kanji Teams Tee,Red - Yankees - XXL,46.7
Rocket Sweater,Blue - XLarge,51.2
Supreme®/MLB® <br>Kanji Teams Tee,Black - White Sox - XXL,52.5
Supreme®/MLB® <br>Kanji Teams Tee,Pale Blue - Dodgers - XXL,53.3
Supreme®/New York Yankees™ <br>Kanji Leather Varsity Jacket,Brown - XXL,53.9
Supreme®/MLB® <br>Kanji Teams Tee,Navy - Giants - XXL,61.2
Supreme®/MLB® <br>Kanji Teams Lightweight Balaclava,Black - White Sox - N/A,63.1
Supreme®/MLB® <br>Kanji Teams Lightweight Balaclava,Red - Yankees - N/A,99.8
Supreme®/New York Yankees™ <br>Kanji New Era®,Tan - 7 1/8,104.1
Supreme®/MLB® <br>Kanji Teams Tee,Pale Blue - Dodgers - Large,104.2
Supreme®/MLB® <br>Kanji Teams Tee,Pale Blue - Dodgers - XLarge,109.2
Rocket Sweater,Black - Large,110.9
Supreme®/MLB® <br>Kanji Teams Lightweight Balaclava,Navy - Giants - N/A,111.8
Supreme®/New York Yankees™ <br>Kanji Leather Varsity Jacket,Red - XXL,113.8
Supreme®/MLB® <br>Kanji Teams Tee,Navy - Giants - XLarge,113.9
Supreme®/MLB® <br>Kanji Teams Tee,Brown - Mets - XXL,115.2
Paneled Track Pant,Black - XXL,115.4
Supreme®/MLB® <br>Kanji Teams Tee,White - Pirates - XXL,118.1
Supreme®/New York Yankees™ <br>Kanji New Era®,Black - 8,119.1
Supreme®/MLB® <br>Kanji Teams Tee,Light Pine - Braves - XXL,119.1
Supreme®/MLB® <br>Kanji Teams Tee,Brown - Mets - Small,120.2
Supreme®/MLB® <br>Kanji Teams Tee,Black - White Sox - XLarge,121.9
Supreme®/New York Yankees™ <br>Kanji Leather Varsity Jacket,Black - XXL,123.4
Rocket Sweater,Black - Small,135.7
