Item Name,Item Color and Size,Item Sellout time
Leather 5-Pocket Jean,Red - 38,10.9
Micro Down Half Zip Hooded Pullover,Blue Paisley - XXL,28.4
Micro Down Pant,Green - XXL,41.2
Leather Blazer,Black - XXL,45.5
Micro Down Half Zip Hooded Pullover,Red Paisley - XXL,52.5
Leather 5-Pocket Jean,Black - 38,60.1
Leather 5-Pocket Jean,Red - 36,62.6
Micro Down Half Zip Hooded Pullover,Blue Paisley - XLarge,113.7
Field Gear Lightweight Balaclava,Black - N/A,121.0
Leather 5-Pocket Jean,Grey - 38,125.7
Leather 5-Pocket Jean,Red - 34,131.8
Micro Down Pant,Red Paisley - XXL,157.3
