Item Name,Item Color and Size,Item Sellout time
Box Logo Crewneck,Heather Grey - XXL,14.3
Box Logo Crewneck,Heather Grey - Small,15.3
Box Logo Crewneck,Blue - XXL,31.2
Box Logo Crewneck,Heather Grey - Medium,32.1
Box Logo Crewneck,Blue - Small,35.2
Box Logo Crewneck,Heather Grey - Large,39.6
Box Logo Crewneck,Brown - Medium,41.0
Warm Up Pant,Brown - XXL,44.1
Box Logo Crewneck,Brown - Small,46.7
Box Logo Crewneck,Brown - XLarge,47.2
New Era® Box Logo Beanie,Heather Grey - N/A,50.3
Box Logo Crewneck,Dark Pine - Medium,52.9
Box Logo Crewneck,Black - XXL,53.1
Supreme®/Timberland® <br>Woven 3-Eye Lug Shoe,Pink - 7,54.7
Box Logo Crewneck,Dark Pine - Large,55.5
New Era® Box Logo Beanie,Blue - N/A,58.4
Box Logo Crewneck,Dark Pine - Small,59.0
New Era® Box Logo Beanie,Black - N/A,59.7
Box Logo Crewneck,Black - XLarge,60.3
Box Logo Crewneck,Blue - Medium,67.8
Supreme®/Timberland® <br>Woven 3-Eye Lug Shoe,Black - 7,68.5
Box Logo Crewneck,Dark Pine - XLarge,69.1
Box Logo Crewneck,Zebra - Small,69.3
Box Logo Crewneck,Brown - XXL,70.4
Box Logo Crewneck,Pale Yellow - XLarge,71.2
Box Logo Crewneck,Pale Yellow - XXL,77.4
Box Logo Crewneck,Pale Yellow - Small,86.8
Box Logo Crewneck,Cardinal - XXL,92.1
Box Logo Crewneck,Black - Small,97.2
Box Logo Crewneck,Brown - Large,101.7
Supreme®/Timberland® <br>Woven 3-Eye Lug Shoe,Pink - 7.5,104.2
Box Logo Crewneck,Black - Large,104.4
Supreme®/Timberland® <br>Woven 3-Eye Lug Shoe,Olive - 7.5,127.8
Box Logo Crewneck,Zebra - XLarge,129.6
Box Logo Crewneck,Cardinal - Large,131.5
Box Logo Crewneck,Cardinal - Small,132.4
Box Logo Crewneck,Cardinal - Medium,132.6
Box Logo Crewneck,Black - Medium,134.6
Box Logo Crewneck,Pale Yellow - Medium,134.7
Box Logo Crewneck,Cardinal - XLarge,137.4
Box Logo Crewneck,Zebra - XXL,155.0
