Item Name,Item Color and Size,Item Sellout time
Supreme®/Nike®/NBA Headband,Black - N/A,9.8
Supreme®/Nike®/NBA Headband,Red - N/A,19.3
Patchwork Paisley S/S Top,Pink - Small,28.6
Split Tank Top,Mint - Small,42.5
Signature Script Logo Water Short,Yellow - XLarge,44.4
Terry Pocket Tee,Gold - Small,51.9
Signature Script Logo Water Short,Red - XLarge,55.0
Dice Rayon S/S Shirt,Pink - Small,67.8
Signature Script Logo Water Short,Yellow - Small,72.2
Patchwork Paisley S/S Top,Dark Red - Small,77.6
Terry Pocket Tee,Mint - Small,101.1
Dice Rayon S/S Shirt,White - Small,107.3
Split Tank Top,Red - Small,130.8
Signature Script Logo Water Short,Red - Small,147.0
Patchwork Paisley S/S Top,Black - Small,150.2
Signature Script Logo Water Short,Royal - XLarge,155.4
