Item Name,Item Color and Size,Item Sellout time
S Logo Track Jacket,Red - Small,3.2
S Logo Short,Red - Small,4.9
Supreme®/Castelli Cycling Jersey,Light Blue - Small,7.4
Supreme®/Castelli Cycling Jersey,White - Small,11.9
S Logo Track Jacket,Yellow - Small,14.1
Logo Appliqué Water Short,Red - Small,14.2
S Logo Short,Red - XLarge,14.3
Supreme®/Castelli Cycling Jersey,Light Blue - XLarge,14.5
Rhinestone Basketball Jersey,White - Small,15.3
Supreme®/Castelli Cycling Jersey,Black - Small,16.6
S Logo Short,Red - Large,18.1
Supreme®/Castelli Cycling Jersey,White - XLarge,19.7
S Logo Short,Yellow - Small,19.8
S Logo Short,Black - XLarge,20.1
S Logo Short,Yellow - Large,21.2
S Logo Polo,Red - Small,21.2
Supreme®/Castelli Cycling Jersey,Light Blue - Large,21.4
S Logo Short,Yellow - XLarge,22.1
S Logo Short,Navy - XLarge,22.1
S Logo Short,Red - Medium,22.3
S Logo Short,Black - Small,22.5
Logo Appliqué Water Short,Mint - Small,22.9
S Logo Short,Navy - Small,23.5
S Logo Track Jacket,Red - XLarge,24.0
Supreme®/Castelli Cycling Jersey,Light Blue - Medium,25.5
S Logo Short,Yellow - Medium,25.9
S Logo Polo,Yellow - Small,26.5
Logo Appliqué Water Short,Red - XLarge,27.1
S Logo Short,Black - Large,29.4
Supreme®/Castelli Cycling Jersey,White - Large,29.5
Logo Appliqué Water Short,Mint - XLarge,31.1
S Logo Short,Black - Medium,32.5
Logo Appliqué Water Short,Mint - Medium,34.0
Supreme®/Castelli Cycling Jersey,Black - XLarge,34.4
Supreme®/Castelli Cycling Jersey,White - Medium,36.8
Logo Appliqué Water Short,Red - Medium,37.3
Logo Appliqué Water Short,Black - Small,37.5
Logo Appliqué Water Short,Pale Yellow - Small,37.8
S Logo Short,Navy - Large,38.2
S Logo Track Jacket,Black - Small,39.0
S Logo Short,Navy - Medium,39.7
Logo Appliqué Water Short,Mint - Large,40.0
S Logo Track Jacket,Red - Medium,43.3
S Logo Polo,Black - Small,47.4
Logo Appliqué Water Short,Red - Large,47.5
Supreme®/Castelli Cycling Jersey,Black - Large,49.4
Supreme®/Castelli Cycling Jersey,Black - Medium,50.5
Rhinestone Basketball Jersey,Red - Small,50.5
S Logo Track Jacket,Navy - Small,52.0
S Logo Track Jacket,Red - Large,52.7
S Logo Polo,Navy - Small,55.4
Logo Appliqué Water Short,Navy - Small,58.8
Logo Appliqué Water Short,Pale Yellow - XLarge,63.4
Logo Appliqué Water Short,Black - XLarge,65.4
Rhinestone Basketball Jersey,Woodland Camo - Small,66.0
S Logo Track Jacket,Black - XLarge,71.1
Rhinestone Basketball Jersey,Royal - Small,72.1
Logo Appliqué Water Short,Black - Medium,74.7
Logo Appliqué Water Short,Pale Yellow - Medium,75.6
Logo Appliqué Water Short,Black - Large,75.6
S Logo Polo,Red - XLarge,78.9
Rhinestone Basketball Short,White - Small,81.6
Supreme®/Super Soaker 50 Water Blaster™,White - N/A,86.3
Logo Appliqué Water Short,Pale Yellow - Large,93.2
Rhinestone Basketball Jersey,Black - Small,96.9
Logo Appliqué Water Short,Navy - Medium,99.2
Logo Appliqué Water Short,Navy - XLarge,100.3
Logo Appliqué Water Short,Navy - Large,110.7
Supreme®/Castelli Cycling Cap,Light Blue - N/A,112.8
S Logo Polo,Red - Medium,113.9
Rhinestone Basketball Short,Red - Small,115.9
Supreme®/Castelli Cycling Cap,Black - N/A,116.5
S Logo Polo,Black - XLarge,121.5
S Logo Track Jacket,Black - Medium,122.3
Rhinestone Basketball Short,Black - Small,128.8
S Logo Track Jacket,Black - Large,128.9
Rhinestone Basketball Short,Woodland Camo - XLarge,131.2
S Logo Track Jacket,Yellow - XLarge,132.6
S Logo Track Jacket,Yellow - Medium,134.4
S Logo Polo,Red - Large,134.5
Rhinestone Basketball Short,Black - Medium,137.7
Rhinestone Basketball Short,Red - Medium,152.7
S Logo Track Jacket,Navy - XLarge,154.0
Rhinestone Basketball Short,Black - XLarge,162.7
Rhinestone Basketball Short,Royal - Small,166.3
Supreme®/Castelli Cycling Cap,White - N/A,166.7
