Item Name,Item Color and Size,Item Sellout time
AKIRA/Supreme Arm Hooded Sweatshirt,Black - Small,11.1
Stadium Parka,White - Small,12.9
AKIRA/Supreme Neo-Tokyo Skateboard,"8.375"" X 32.375” - 8.375",13.5
AKIRA/Supreme Patches Hooded Sweatshirt,Black - Small,20.2
Stadium Parka,Black - Small,28.6
AKIRA/Supreme Arm Hooded Sweatshirt,Black - Medium,30.7
AKIRA/Supreme Arm Hooded Sweatshirt,Black - Large,30.7
AKIRA/Supreme Arm Hooded Sweatshirt,Cardinal - Small,32.1
AKIRA/Supreme Arm Hooded Sweatshirt,Black - XLarge,32.8
AKIRA/Supreme Work Jacket,Light Burgundy - Small,35.0
AKIRA/Supreme Neo-Tokyo L/S Tee,Black - Small,35.7
Stadium Parka,White - Medium,39.6
AKIRA/Supreme Arm Hooded Sweatshirt,Slate - Small,43.5
AKIRA/Supreme Soccer Top,Black - Small,43.8
AKIRA/Supreme Arm Hooded Sweatshirt,Lime - Small,45.6
AKIRA/Supreme Fishtail Parka,Olive - Small,46.1
AKIRA/Supreme Syringe Jacquard L/S Top,Red - Small,48.9
AKIRA/Supreme Syringe Skateboard,"8.5"" X 32.5” - 8.5",54.7
AKIRA/Supreme Patches Hooded Sweatshirt,Cardinal - Small,57.1
Stadium Parka,Black - Large,59.3
Stadium Parka,Black - XLarge,59.3
AKIRA/Supreme Fishtail Parka,Black - Small,59.4
AKIRA/Supreme Patches Hooded Sweatshirt,Slate - Small,60.6
AKIRA/Supreme Work Jacket,Light Burgundy - Medium,61.6
AKIRA/Supreme Arm Hooded Sweatshirt,Cardinal - XLarge,61.9
AKIRA/Supreme Arm Hooded Sweatshirt,Cardinal - Medium,63.3
AKIRA/Supreme Pill Tee,Black - Medium,64.0
Stadium Parka,White - Large,69.7
AKIRA/Supreme Work Jacket,Black - Small,72.6
Stadium Parka,Black - Medium,74.5
AKIRA/Supreme Arm Hooded Sweatshirt,Cardinal - Large,76.5
AKIRA/Supreme Pill Tee,White - Small,78.6
AKIRA/Supreme Neo-Tokyo L/S Tee,White - Small,78.8
AKIRA/Supreme Neo-Tokyo L/S Tee,Black - Medium,82.9
AKIRA/Supreme Arm Tee,White - Small,83.8
AKIRA/Supreme Arm Tee,Black - Small,83.8
L/S Pocket Tee,Heather Burgundy - Small,87.0
AKIRA/Supreme Patches Hooded Sweatshirt,Lime - Small,87.9
AKIRA/Supreme Neo-Tokyo L/S Tee,Black - XLarge,88.6
AKIRA/Supreme Work Jacket,Light Burgundy - Large,90.9
Stadium Parka,White - XLarge,92.5
AKIRA/Supreme Fishtail Parka,Olive - Large,95.5
AKIRA/Supreme Neo-Tokyo L/S Tee,Slate - XLarge,96.4
AKIRA/Supreme Pill Tee,Black - Small,99.1
AKIRA/Supreme Patches Hooded Sweatshirt,Black - Medium,99.1
L/S Pocket Tee,Pink Digi Camo - Small,99.9
AKIRA/Supreme Syringe Jacquard L/S Top,White - Small,100.9
AKIRA/Supreme Neo-Tokyo L/S Tee,Black - Large,101.9
AKIRA/Supreme Soccer Top,Black - Medium,106.0
AKIRA/Supreme Neo-Tokyo L/S Tee,Cardinal - XLarge,114.5
AKIRA/Supreme Neo-Tokyo L/S Tee,Slate - Medium,116.6
AKIRA/Supreme Patches Hooded Sweatshirt,Black - XLarge,116.8
AKIRA/Supreme Neo-Tokyo L/S Tee,Cardinal - Medium,117.3
Corduroy Quilted Shirt,Pink - Small,120.8
AKIRA/Supreme Soccer Top,Black - Large,121.9
AKIRA/Supreme Arm Hooded Sweatshirt,Slate - Medium,126.8
AKIRA/Supreme Work Jacket,Light Burgundy - XLarge,128.1
AKIRA/Supreme Patches Hooded Sweatshirt,Black - Large,129.3
Corduroy Quilted Shirt,Black - Small,132.1
AKIRA/Supreme Arm Hooded Sweatshirt,Lime - XLarge,133.0
AKIRA/Supreme Soccer Top,Black - XLarge,141.5
Stadium Parka,Slate - Small,141.6
AKIRA/Supreme Arm Hooded Sweatshirt,Slate - XLarge,142.0
AKIRA/Supreme Arm Hooded Sweatshirt,Lime - Medium,144.1
AKIRA/Supreme Neo-Tokyo L/S Tee,Slate - Large,144.8
L/S Pocket Tee,Dusty Teal - Small,145.2
AKIRA/Supreme Work Jacket,Light Navy - Small,146.4
AKIRA/Supreme Neo-Tokyo L/S Tee,Cardinal - Large,146.9
AKIRA/Supreme Fishtail Parka,Olive - Medium,147.5
Corduroy Quilted Shirt,Navy - Small,147.7
L/S Pocket Tee,Tan Digi Camo - Small,148.0
AKIRA/Supreme Arm Hooded Sweatshirt,Lime - Large,152.6
AKIRA/Supreme Arm Hooded Sweatshirt,Slate - Large,157.4
AKIRA/Supreme Syringe Zip Up Sweatshirt,Lime - Small,158.6
Corduroy Quilted Shirt,Tan - Small,159.1
AKIRA/Supreme Yamagata Tee,Black - Small,161.6
AKIRA/Supreme Syringe Tee,Black - Small,164.7
L/S Pocket Tee,White - Small,165.9
L/S Pocket Tee,Red - Small,166.6
AKIRA/Supreme Patches Hooded Sweatshirt,Cardinal - Medium,172.4
AKIRA/Supreme Work Jacket,Black - Medium,177.5
AKIRA/Supreme Yamagata Tee,White - Small,177.7
AKIRA/Supreme Patches Hooded Sweatshirt,Cardinal - XLarge,179.3
L/S Pocket Tee,Heather Grey - Small,184.6
