Item Name,Item Color and Size,Item Sellout time
Michael Jackson Skateboard,Black 8.5 X 32.5,12.5
Madras Track Jacket,Multicolor,16.6
Michael Jackson Hooded Sweatshirt,Cardinal,18.6
Michael Jackson Hooded Sweatshirt,Black,18.9
Michael Jackson Skateboard,White 8.375 X 32.375,21.9
Michael Jackson Hooded Sweatshirt,Navy,24.1
Curve Basketball Jersey,White,28.5
Michael Jackson Tee,Bright Coral,32.0
Michael Jackson Tee,Heather Turquoise,34.0
Michael Jackson Tee,Black,36.9
Michael Jackson Tee,Red,39.2
Michael Jackson Hooded Sweatshirt,White,40.6
Michael Jackson Hooded Sweatshirt,Seafoam,41.2
Michael Jackson Tee,Yellow,44.3
Michael Jackson Tee,White,45.7
Perforated Camp Cap,White,53.3
Curve Basketball Jersey,Purple,58.5
Michael Jackson Tee,Lime,60.4
Michael Jackson S/S Work Shirt,White,62.3
Curve Basketball Jersey,Red,66.6
Terry Small Box Tee,Pale Peach,72.3
Curve Basketball Jersey,Black,89.7
Curve Basketball Short,Red,96.6
Nylon Water Short,Cheetah,110.9
Race Camp Cap,Green,118.3
