Item Name,Item Color and Size,Item Sellout time
Bamboo Beaded Curtain,Red,18.5
Reflective Half Zip Pullover,Black,23.8
Reflective Half Zip Pullover,Red,26.7
Reflective Half Zip Pullover,Blue,35.8
M.C. Escher Hooded Sweatshirt,Dusty Pink,49.9
Reflective Half Zip Pullover,Gold,54.1
M.C. Escher Collage Tee,Slate,58.1
M.C. Escher Short,Dusty Pink,61.0
M.C. Escher Short,Black,69.2
Reflective Camp Cap,Black,72.1
M.C. Escher Hooded Sweatshirt,Dusty Slate,87.2
M.C. Escher Collage Tee,Pink,94.2
Full Stripe L/S Tee,Yellow,95.4
M.C. Escher Collage Tee,Black,106.5
M.C. Escher Hooded Sweatshirt,Black,110.6
