Item Name,Item Color and Size,Item Sellout time
Taped Seam Anorak,Lavender,16.1
Taped Seam Anorak,Burnt Orange,17.6
Supreme Truth Tour Jacket,Burgundy,17.7
Taped Seam Anorak,Black,19.1
Supreme®/CashCannon Money Gun,Red,30.2
Taped Seam Anorak,White,38.0
Supreme®/Playboy© Hooded Sweatshirt,Orange,44.6
Overlap Tee,Olive,62.2
Satin Camp Cap,White,75.4
Rib Logo Stripe L/S Tee,Red,79.6
Overlap Tee,Blue,82.6
Supreme Truth Tour Jacket,Teal,85.1
Supreme Truth Tour Jacket,Black,93.9
Rib Logo Stripe L/S Tee,Purple,101.8
Corduroy S Logo 6-Panel,Dark Royal,105.8
Supreme®/Playboy© Hooded Sweatshirt,Dusty Lavender,113.6
Overlap Tee,Pink,115.0
Thrills Hooded Sweatshirt,White,119.2
Thrills Sweatpant,White,119.2
