Item Name,Item Color and Size,Item Sellout time
Sleeve Embroidery Hooded Sweatshirt,Light Brown - Small,4.6
Sleeve Embroidery Hooded Sweatshirt,Red - Small,6.2
Leg Embroidery Sweatshort,Light Brown - Small,7.7
Leg Embroidery Sweatshort,Light Brown - Medium,8.2
Leg Embroidery Sweatshort,Red - Small,8.2
Leg Embroidery Sweatshort,Yellow - Small,9.2
Jacquard Logo Crewneck,Dark Pink - Small,9.4
Sleeve Embroidery Hooded Sweatshirt,Black - Small,10.2
Leg Embroidery Sweatshort,Black - Small,10.2
Jacquard Logo Crewneck,Light Green - Small,10.8
Sleeve Embroidery Hooded Sweatshirt,Yellow - Small,12.2
Sleeve Embroidery Hooded Sweatshirt,Violet - Small,12.2
Jar Set (Set of 2),Clear - N/A,12.2
Leg Embroidery Sweatshort,Light Brown - Large,12.9
Sleeve Embroidery Hooded Sweatshirt,Dark Aqua - Small,13.1
Sleeve Embroidery Hooded Sweatshirt,Dark Orange - Small,13.1
Leg Embroidery Sweatshort,Black - Medium,14.4
Leg Embroidery Sweatshort,Red - Medium,14.4
Sleeve Embroidery Hooded Sweatshirt,Red - Medium,14.5
Leg Embroidery Sweatshort,Light Brown - XLarge,15.1
Leg Embroidery Sweatshort,Yellow - Medium,15.1
Sleeve Embroidery Hooded Sweatshirt,Ash Grey - Small,16.7
Athletic Label S/S Top,Woodland Camo - Small,17.4
Leg Embroidery Sweatshort,Ash Grey - Small,18.7
Leg Embroidery Sweatshort,Black - Large,18.7
Leg Embroidery Sweatshort,Red - Large,18.7
Leg Embroidery Sweatshort,Red - XLarge,19.4
Leg Embroidery Sweatshort,Dark Aqua - Small,20.4
Leg Embroidery Sweatshort,Dark Orange - Small,20.5
Leg Embroidery Sweatshort,Black - XLarge,20.5
Leg Embroidery Sweatshort,Yellow - XLarge,20.5
Leg Embroidery Sweatshort,Violet - Small,22.8
Leg Embroidery Sweatshort,Dark Orange - Medium,22.8
Leg Embroidery Sweatshort,Yellow - Large,22.8
Sleeve Embroidery Hooded Sweatshirt,Red - Large,24.4
Sleeve Embroidery Hooded Sweatshirt,Red - XLarge,24.4
Lion Raglan Baseball Top,Yellow - Small,25.4
Lee Hooded Sweatshirt,Coral - Small,26.7
Lee Hooded Sweatshirt,White - Small,26.7
Athletic Label S/S Top,White - Small,26.7
Sleeve Embroidery Hooded Sweatshirt,Light Brown - Medium,27.5
Leg Embroidery Sweatshort,Ash Grey - Medium,27.6
Jacquard Logo Crewneck,Black - Small,28.3
Leg Embroidery Sweatshort,Dark Orange - Large,29.3
Jacquard Logo Crewneck,Light Green - Medium,29.8
Jacquard Logo Crewneck,Dark Pink - Medium,30.6
Jacquard Logo Crewneck,White - Small,31.4
Leg Embroidery Sweatshort,Violet - Medium,32.6
Leg Embroidery Sweatshort,Ash Grey - Large,32.6
Leg Embroidery Sweatshort,Dark Aqua - Medium,33.5
Sleeve Embroidery Hooded Sweatshirt,Light Brown - XLarge,34.7
Leg Embroidery Sweatshort,Dark Orange - XLarge,37.7
Leg Embroidery Sweatshort,Ash Grey - XLarge,37.7
Sleeve Embroidery Hooded Sweatshirt,Dark Orange - Medium,37.9
Jacquard Logo Crewneck,Dark Pink - Large,38.5
Leg Embroidery Sweatshort,Dark Aqua - Large,41.9
Leg Embroidery Sweatshort,Dark Aqua - XLarge,41.9
Leg Embroidery Sweatshort,Violet - Large,43.7
Sleeve Embroidery Hooded Sweatshirt,Black - Medium,44.5
Jacquard Logo Crewneck,Dark Pink - XLarge,45.6
Jacquard Logo Crewneck,Light Green - Large,45.6
Athletic Label S/S Top,Woodland Camo - XLarge,47.2
Athletic Label S/S Top,Woodland Camo - Medium,47.9
Athletic Label S/S Top,Woodland Camo - Large,48.7
Athletic Label S/S Top,Ash Grey - Small,51.2
Jacquard Logo Crewneck,Light Green - XLarge,52.7
Sleeve Embroidery Hooded Sweatshirt,Light Brown - Large,53.0
Sleeve Embroidery Hooded Sweatshirt,Yellow - Medium,53.7
Leg Embroidery Sweatshort,Violet - XLarge,53.7
Athletic Label S/S Top,Magenta - Small,54.9
Gonz Logo Coaches Jacket,Red - Small,55.1
Sleeve Embroidery Hooded Sweatshirt,Dark Orange - XLarge,56.7
Athletic Label S/S Top,Black - Small,60.8
Lion Raglan Baseball Top,Mint - Small,61.3
Gonz Logo Coaches Jacket,Orange - Small,61.8
Sleeve Embroidery Hooded Sweatshirt,Dark Orange - Large,62.5
Sleeve Embroidery Hooded Sweatshirt,Ash Grey - Medium,66.9
Sleeve Embroidery Hooded Sweatshirt,Black - Large,67.6
Work Short,Light Green - 32,73.4
Sleeve Embroidery Hooded Sweatshirt,Yellow - Large,73.5
Athletic Label S/S Top,Yellow - Small,73.5
Sleeve Embroidery Hooded Sweatshirt,Dark Aqua - Medium,74.2
Sleeve Embroidery Hooded Sweatshirt,Violet - Medium,74.2
Sleeve Embroidery Hooded Sweatshirt,Black - XLarge,74.9
Lion Raglan Baseball Top,Red - Small,79.0
Athletic Label S/S Top,Blue - Small,84.5
Sleeve Embroidery Hooded Sweatshirt,Yellow - XLarge,87.9
Athletic Label S/S Top,Teal - Small,90.4
Lion Raglan Baseball Top,Yellow - XLarge,91.7
Athletic Label S/S Top,Navy - Small,91.9
Jacquard Logo Crewneck,Black - Medium,103.0
Work Short,Grey Plaid - 36,107.2
Sleeve Embroidery Hooded Sweatshirt,Ash Grey - Large,107.6
Lee Hooded Sweatshirt,Black - Small,108.1
Lee Hooded Sweatshirt,Heather Grey - Small,111.0
Lee Hooded Sweatshirt,Lemon - Small,111.0
Athletic Label S/S Top,White - Medium,112.3
