Item Name,Item Color and Size,Item Sellout time
Molotov Tee,Brown - Small,12.4
Molotov Tee,Cyan - Small,12.4
Molotov Tee,Mint - Small,12.4
Jellyfish Tee,Peach - Small,12.4
Molotov Tee,Peach - Small,12.4
Jellyfish Tee,Cyan - Small,12.4
Jellyfish Tee,Light Pink - Small,12.4
Jellyfish Tee,Mint - Small,12.4
Prodigy Tee,Pale Yellow - Small,12.5
Prodigy Tee,Orange - Small,12.5
Prodigy Tee,Cyan - Small,12.5
Prodigy Tee,Mint - Small,12.5
Cards Tee,Ash Grey - Small,12.8
Cards Tee,Cyan - Small,12.8
Cards Tee,Peach - Small,12.8
Cards Tee,Mint - Small,12.8
Cards Tee,Brown - Small,12.8
FTW Tee,Cyan - Small,12.8
FTW Tee,Mint - Small,12.8
FTW Tee,Brown - Small,12.8
Chair Tee,Cyan - Small,32.6
Chair Tee,Brown - Small,32.6
FTW Tee,Ash Grey - Small,32.8
FTW Tee,Peach - Small,32.8
Chart Tee,Cyan - Small,33.4
Chart Tee,Mint - Small,33.4
Chart Tee,Peach - Small,33.4
Chair Tee,Mint - Small,33.6
Chair Tee,Ash Grey - Small,33.6
Chair Tee,Peach - Small,35.6
Mom S/S Top,Orange - Small,47.4
Necklace Tee,Cyan - Small,50.5
Necklace Tee,Light Pink - Small,51.5
Necklace Tee,Mint - Small,52.5
Necklace Tee,Peach - Small,53.5
Chicken Dinner Tee,Ash Grey - Small,54.6
Chicken Dinner Tee,Mint - Small,55.6
Chicken Dinner Tee,Brown - Small,58.6
Chicken Dinner Tee,Cyan - Small,58.6
Chicken Dinner Tee,Orange - Small,59.6
Work Pant,Light Navy - 36,60.4
Ripple L/S Tee,Mint - Small,61.4
Ripple L/S Tee,Cyan - Small,61.4
Ripple L/S Tee,Peach - Small,61.4
Chair Tee,Light Pink - Small,61.6
Illegal Business Hooded Sweatshirt,Red - Small,399.1
Corner Label Hooded Sweatshirt,White - Small,423.1
