Item Name,Item Color and Size,Item Sellout time
Corduroy Patchwork Denim Jacket,Washed Blue - Small,11.2
Supreme NY Waffle Thermal Pant,White - Small,13.9
Cat in the Hat Skateboard,"7.875"" x 31.625"" - 7.875",18.6
Polartec® Small Box Crewneck,Natural - Small,19.1
Big Logo Beanie,Red - N/A,22.8
New Era® Sequin Arc Logo Headband,Red - N/A,23.9
Stripe Panel Down Jacket,Light Blue - Small,24.8
Polartec® Small Box Crewneck,Yellow - Small,29.5
Polartec® Small Box Crewneck,Light Blue - Small,29.5
Cat in the Hat Skateboard,"8.25"" x 32.25"" - 8.25",30.2
Track Half Zip Pullover,White - Small,32.2
New Era® Sequin Arc Logo Headband,Yellow - N/A,32.5
Big Logo Beanie,Black - N/A,33.5
Big Logo Beanie,Bright Green - N/A,34.6
Cat in the Hat Skateboard,"8"" x 32"" - 8",37.1
Corduroy Patchwork Denim Jacket,Washed Blue - XLarge,39.4
Polartec® Tote,Natural - N/A,40.2
Chainstitch Hooded Sweatshirt,Mustard - Small,40.7
New Era® Sequin Arc Logo Headband,Black - N/A,40.7
Chainstitch Hooded Sweatshirt,Dusty Blue - Small,44.7
Polartec® Small Box Crewneck,Red - Small,44.9
Polartec® Small Box Crewneck,Purple - Small,46.8
Polartec® Small Box Crewneck,Navy - Small,46.8
Dream S/S Top,Multicolor - Small,49.2
Big Logo Beanie,Bright Purple - N/A,49.3
Corduroy Patchwork Denim Jacket,Washed Blue - Large,49.7
New Era® Sequin Arc Logo Headband,Navy - N/A,50.3
Supreme®/Tamiya Hornet RC Car,Flames - N/A,50.6
Corduroy Patchwork Denim Jacket,Washed Blue - Medium,56.0
Corduroy Patchwork Denim Jacket,Washed Black - Small,58.8
Supreme NY Waffle Thermal Pant,White - Medium,61.0
Supreme NY Waffle Thermal,White - Small,63.0
Track Half Zip Pullover,Black - Small,64.4
New Era® Sequin Arc Logo Headband,White - N/A,66.4
Polartec® Small Box Crewneck,Natural - Medium,68.0
Big Logo Beanie,White - N/A,70.2
Polartec® Small Box Crewneck,Natural - XLarge,70.6
Supreme NY Waffle Thermal Pant,Black - Small,72.0
Polartec® Small Box Crewneck,Natural - Large,72.0
Big Logo Beanie,Navy - N/A,72.3
Track Half Zip Pullover,Green - Small,74.1
Hooded Jacquard Flannel Shirt,Black - Small,75.4
Polartec® Small Box Crewneck,Black - Small,77.9
Stripe Panel Down Jacket,Black - Small,79.4
Supreme NY Waffle Thermal Pant,White - Large,81.0
Polartec® Small Box Crewneck,Brown - Small,81.6
Supreme NY Waffle Thermal Pant,White - XLarge,86.8
Chainstitch Hooded Sweatshirt,Black - Small,89.4
Track Half Zip Pullover,Red - Small,92.8
Chainstitch Hooded Sweatshirt,Burgundy - Small,94.8
Chainstitch Hooded Sweatshirt,Ash Grey - Small,95.5
Big Logo Beanie,Brown - N/A,97.4
Polartec® Small Box Crewneck,Light Blue - XLarge,97.4
Polartec® Small Box Crewneck,Light Blue - Medium,101.6
Supreme NY Waffle Thermal,Black - Small,105.1
Polartec® Small Box Crewneck,Yellow - Medium,106.1
Polartec® Tote,Black - N/A,113.3
Polartec® Small Box Crewneck,Light Blue - Large,116.7
Chainstitch Hooded Sweatshirt,Light Olive - Small,119.5
Hooded Jacquard Flannel Shirt,Navy - Small,130.5
Polartec® Tote,Red - N/A,134.6
Chainstitch Hooded Sweatshirt,Mustard - XLarge,141.0
Hooded Jacquard Flannel Shirt,Orange - Small,145.7
Stripe Panel Down Jacket,Burgundy - Small,156.1
Polartec® Small Box Crewneck,Yellow - Large,161.5
Polartec® Small Box Crewneck,Yellow - XLarge,164.6
Supreme NY Waffle Thermal Pant,Black - Medium,164.6
Track Half Zip Pullover,White - Medium,165.4
Polartec® Tote,Yellow - N/A,165.7
Chainstitch Hooded Sweatshirt,Mustard - Large,179.2
