Item Name,Item Color and Size,Item Sellout time
Mona Lisa Tee,White - Small,4.7
Tentacles Tee,White - Small,6.3
Rocks Tee,Black - Small,7.9
Tentacles Tee,Heather Grey - Small,8.3
Rocks Tee,White - Small,9.5
Mona Lisa Tee,Black - Small,11.6
Mona Lisa Tee,Red - Small,13.6
Swimmers Tee,Light Pink - XLarge,14.5
Swimmers Tee,Mustard - Medium,16.6
Mona Lisa Tee,Hot Pink - Medium,17.2
Swimmers Tee,White - Small,17.4
Ganesha Tee,White - Small,21.2
Rocks Tee,Light Pink - Medium,22.7
Mona Lisa Tee,White - Medium,25.8
Swimmers Tee,Light Pink - Medium,26.9
Tentacles Tee,Black - Small,29.4
Rocks Tee,Light Pink - XLarge,32.9
Swimmers Tee,Mustard - XLarge,35.2
Mona Lisa Tee,Hot Pink - XLarge,36.1
Swimmers Tee,Mustard - Large,37.9
Mona Lisa Tee,Hot Pink - Large,38.4
Mona Lisa Tee,Heather Grey - Small,41.4
Mesh Baseball Top,White - Small,44.0
Swimmers Tee,Light Pink - Large,44.0
Tentacles Tee,Red - Small,44.7
Swimmers Tee,Red - Small,47.0
Rocks Tee,Red - Small,48.6
Swimmers Tee,Black - Small,50.4
Mona Lisa Tee,Pale Yellow - Medium,50.9
Tentacles Tee,Pale Yellow - XLarge,52.8
Rocks Tee,Black - Medium,56.5
Raised Logo Patch Camp Cap,White - S/M,57.3
Rocks Tee,Light Pink - Large,57.3
Mona Lisa Tee,White - Large,59.1
Ganesha Tee,Light Pink - Medium,61.9
Swimmers Tee,Heather Grey - Small,63.4
Hardware Tee,Navy - Small,64.0
Mesh Baseball Top,Orange - Small,64.3
Mona Lisa Tee,Black - Medium,64.9
Mona Lisa Tee,Royal - XLarge,64.9
Ganesha Tee,Heather Grey - Small,65.3
Tentacles Tee,White - Medium,65.7
Mona Lisa Tee,White - XLarge,66.4
Mona Lisa Tee,Black - XLarge,66.4
Mona Lisa Tee,Pale Yellow - XLarge,67.2
Mesh Baseball Top,Woodland Camo - Small,67.9
Rocks Tee,Black - XLarge,68.9
Ganesha Tee,Light Pink - XLarge,68.9
Rocks Tee,White - Medium,69.6
Rocks Tee,Black - Large,70.3
Mona Lisa Tee,Black - Large,70.4
Tentacles Tee,Pale Yellow - Medium,71.9
Ganesha Tee,Black - Small,73.0
Tentacles Tee,Heather Grey - Medium,74.6
Mona Lisa Tee,Pale Yellow - Large,79.9
Mona Lisa Tee,Light Purple - XLarge,79.9
Mesh Baseball Top,Navy - Small,80.8
Alphabet Water Short,Black - Small,81.6
Swimmers Tee,Dark Slate - Medium,83.6
Tentacles Tee,Pale Yellow - Large,84.5
Rocks Tee,Ash Grey - Medium,84.9
Ganesha Tee,Light Pink - Large,86.0
Mona Lisa Tee,Red - Medium,86.4
Mona Lisa Tee,Royal - Medium,87.5
Mona Lisa Tee,Red - XLarge,88.4
Swimmers Tee,Dark Slate - Large,88.8
Mona Lisa Tee,Light Purple - Medium,89.4
Swimmers Tee,Dark Slate - XLarge,89.6
Tentacles Tee,Heather Grey - Large,90.3
Tentacles Tee,White - Large,90.3
Rocks Tee,Dark Slate - Medium,92.1
Hardware Tee,Black - Small,93.3
Hardware Tee,White - Small,97.1
Tentacles Tee,Heather Grey - XLarge,101.1
Tentacles Tee,Black - Medium,101.1
Swimmers Tee,White - Medium,101.3
Gonz Logo Tee,White - Small,101.4
Mesh Baseball Top,Black - Small,101.8
Supreme®/BACtrack® Go Keychain,White - N/A,102.9
Mona Lisa Tee,Red - Large,103.2
Ribbed Pocket Tee,Magenta - Small,103.3
Rocks Tee,Dark Slate - XLarge,106.7
Ganesha Tee,White - Medium,107.3
Tentacles Tee,White - XLarge,107.4
Mona Lisa Tee,Heather Grey - Medium,108.4
Hardware Tee,Red - Small,110.4
Rocks Tee,White - Large,110.5
Tentacles Tee,Royal - Medium,113.1
Tentacles Tee,Black - XLarge,113.1
Rocks Tee,Light Purple - XLarge,113.2
Rocks Tee,Dark Slate - Large,113.2
Rocks Tee,Light Purple - Medium,114.0
Mona Lisa Tee,Royal - Large,114.5
Mona Lisa Tee,Light Purple - Large,115.3
Gonz Logo Tee,Red - Small,115.9
Ribbed Pocket Tee,Green - Small,116.1
Rocks Tee,Red - Medium,118.8
Rocks Tee,Ash Grey - Large,118.8
Tentacles Tee,Royal - XLarge,119.3
Tentacles Tee,Black - Large,125.4
Alphabet Water Short,Orange - Small,125.9
Rocks Tee,Ash Grey - XLarge,125.9
Swimmers Tee,Red - Medium,126.8
Swimmers Tee,Black - XLarge,127.6
Raised Logo Patch Camp Cap,White - M/L,128.0
Swimmers Tee,White - Large,128.4
Rocks Tee,White - XLarge,128.4
Tentacles Tee,Royal - Large,128.5
Gonz Logo Tee,Heather Grey - Small,129.8
Mona Lisa Tee,Heather Grey - XLarge,130.1
Swimmers Tee,Red - XLarge,132.6
Mona Lisa Tee,Heather Grey - Large,134.0
Tentacles Tee,Hot Pink - Medium,137.0
Alphabet Water Short,Orange - Medium,137.7
Raised Logo Patch Camp Cap,Red - S/M,138.3
Swimmers Tee,Black - Medium,138.6
Gonz Logo Tee,Black - Small,146.2
Ganesha Tee,White - Large,146.9
Ribbed Pocket Tee,Slate - Small,148.6
Ribbed Pocket Tee,Black - Small,148.6
Tentacles Tee,Brick - Medium,148.9
Swimmers Tee,Red - Large,149.6
Rocks Tee,Light Purple - Large,151.4
Rocks Tee,Orange - Medium,153.0
Swimmers Tee,Heather Grey - Medium,154.2
Tentacles Tee,Red - Medium,157.8
Tentacles Tee,Hot Pink - XLarge,157.8
Rocks Tee,Red - Large,158.7
Rocks Tee,Red - XLarge,158.7
Vibrations Rayon Shirt,Yellow - Small,160.3
Gonz Logo Tee,Light Purple - XLarge,162.7
Tentacles Tee,Brick - XLarge,163.9
Gonz Logo Tee,Light Purple - Medium,165.7
Swimmers Tee,Black - Large,167.6
Tentacles Tee,Hot Pink - Large,169.5
Ganesha Tee,Orange - Medium,171.4
Ribbed Pocket Tee,Green - XLarge,171.9
Ganesha Tee,White - XLarge,172.4
Rocks Tee,Orange - XLarge,174.0
Swimmers Tee,Heather Grey - XLarge,174.4
Alphabet Water Short,Black - Medium,176.6
Ganesha Tee,Dark Slate - Large,177.6
Ganesha Tee,Dark Slate - Medium,178.4
Alphabet Water Short,Black - XLarge,179.3
Tentacles Tee,Red - XLarge,179.6
Swimmers Tee,Heather Grey - Large,180.2
