Item Name,Item Color and Size,Item Sellout time
Trademark Hooded Sweatshirt,Natural - Small,8.1
Trademark Hooded Sweatshirt,Dark Teal - Small,9.1
Trademark Hooded Sweatshirt,Fluorescent Pink - Small,10.0
Mike Kelley/Supreme Ahh…Youth! Work Jacket,Multicolor - Small,12.0
Mike Kelley/Supreme The Empire State Building Tee,Black - Small,12.5
Mike Kelley/Supreme The Empire State Building Tee,White - Small,12.5
Trademark Hooded Sweatshirt,Red - Small,14.5
Trademark Hooded Sweatshirt,Bright Royal - Small,14.5
Trademark Hooded Sweatshirt,Natural - Medium,20.3
Trademark Hooded Sweatshirt,Natural - XLarge,22.3
Mike Kelley/Supreme Ahh…Youth! Tee,Clay - Small,25.1
Mike Kelley/Supreme Franklin Signing the Treaty of Alliance with French Officials Hooded Sweatshirt,Light Brown - Small,27.1
Trademark Hooded Sweatshirt,Natural - Large,27.2
Mike Kelley/Supreme The Empire State Building Tee,Ash Grey - Small,27.7
Supreme®/AWS® MAX700 Digital Scale,Red - N/A,28.4
Mike Kelley/Supreme The Empire State Building Tee,Clay - Small,28.5
Trademark Hooded Sweatshirt,Black - Small,29.6
Trademark Hooded Sweatshirt,Heather Grey - Small,31.5
Mike Kelley/Supreme The Empire State Building Tee,Burgundy - Small,33.1
Mike Kelley/Supreme Ahh…Youth! Work Jacket,Multicolor - Medium,33.3
Reflective Small Box Tee,Red - Small,34.6
Mike Kelley/Supreme The Empire State Building Tee,Bright Orange - Small,34.6
Trademark Hooded Sweatshirt,Navy - Small,39.5
Mike Kelley/Supreme Ahh…Youth! Tee,Black - Small,40.1
Mike Kelley/Supreme Ahh…Youth! Work Jacket,Multicolor - Large,41.5
Floral Logo Tee,Dusty Red - Small,41.9
Reflective Small Box Tee,Fluorescent Pink - Small,41.9
Floral Logo Tee,Brown - Small,43.2
Floral Logo Tee,White - Small,43.2
Trademark Hooded Sweatshirt,Fluorescent Pink - Medium,44.9
Trademark Hooded Sweatshirt,Fluorescent Pink - XLarge,44.9
Mike Kelley/Supreme The Empire State Building Tee,Slate - Small,45.6
Reflective Small Box Tee,Violet - Small,47.0
Mike Kelley/Supreme The Empire State Building Tee,Dark Green - Small,48.1
Floral Logo Tee,Black - Small,48.5
Trademark Hooded Sweatshirt,Fluorescent Pink - Large,48.6
Mike Kelley/Supreme More Love Hours Than Can Ever Be Repaid Hooded Sweatshirt,Multicolor - Small,55.9
Mike Kelley/Supreme Ahh…Youth! Work Jacket,Multicolor - XLarge,56.6
Mike Kelley/Supreme Ahh…Youth! Tee,White - Small,57.3
Trademark Hooded Sweatshirt,Mustard - XLarge,57.3
Reflective Small Box Tee,Black - Small,59.9
Mike Kelley/Supreme Ahh…Youth! Crewneck Sweatshirt,Dark Green - Small,60.2
Trademark Hooded Sweatshirt,Mustard - Medium,61.3
Floral Logo Tee,Gold - Small,62.0
Mike Kelley/Supreme The Empire State Building Tee,Black - Medium,62.2
Floral Logo Tee,Teal - Small,65.6
Mike Kelley/Supreme Hiding From Indians Tee,Black - Small,66.9
Mike Kelley/Supreme Ahh…Youth! Tee,Bright Orange - Small,67.3
Mike Kelley/Supreme The Empire State Building Tee,White - Medium,68.2
Mike Kelley/Supreme Ahh…Youth! Tee,Burgundy - Small,69.6
Mike Kelley/Supreme The Empire State Building Tee,Black - XLarge,69.8
Reflective Small Box Tee,White - Small,70.4
Trademark Hooded Sweatshirt,Mustard - Large,71.9
Mike Kelley/Supreme More Love Hours Than Can Ever Be Repaid Rayon Shirt,Multicolor - Small,71.9
Mike Kelley/Supreme Ahh…Youth! Tee,Ash Grey - Small,72.3
Floral Logo Tee,Ash Grey - Small,73.6
Mike Kelley/Supreme The Empire State Building Tee,Ash Grey - Medium,74.3
Trademark Hooded Sweatshirt,Bright Royal - XLarge,75.0
Mike Kelley/Supreme The Empire State Building Tee,Black - Large,78.7
Mike Kelley/Supreme Hiding From Indians Tee,Clay - Small,78.7
Mike Kelley/Supreme Ahh…Youth! L/S Tee,Black - Small,78.9
Mike Kelley/Supreme The Empire State Building Tee,White - XLarge,80.1
Trademark Hooded Sweatshirt,Bright Royal - Large,81.2
Mike Kelley/Supreme The Empire State Building Tee,White - Large,81.7
Mike Kelley/Supreme Hiding From Indians Tee,Bright Orange - Small,81.8
Mike Kelley/Supreme Ahh…Youth! Crewneck Sweatshirt,Ash Grey - Small,82.4
Trademark Hooded Sweatshirt,Bright Royal - Medium,82.7
Mike Kelley/Supreme Ahh…Youth! Tee,Dark Green - Small,82.8
Reflective Small Box Tee,Dark Green - Small,83.3
Mike Kelley/Supreme Ahh…Youth! Tee,Slate - Small,83.7
Mike Kelley/Supreme Franklin Signing the Treaty of Alliance with French Officials Hooded Sweatshirt,Dark Magenta - Small,84.0
Mike Kelley/Supreme Franklin Signing the Treaty of Alliance with French Officials Hooded Sweatshirt,Ash Grey - Small,84.0
Trademark Hooded Sweatshirt,Red - Medium,87.0
Mike Kelley/Supreme Hiding From Indians Tee,White - Small,88.4
Mike Kelley/Supreme Ahh…Youth! Crewneck Sweatshirt,Light Brown - Small,88.8
Trademark Hooded Sweatshirt,Dark Teal - Large,90.0
Trademark Hooded Sweatshirt,Dark Teal - XLarge,90.0
