Item Name,Item Color and Size,Item Sellout time
Kurt Cobain Sweater,White - XXLarge,19.6
Kurt Cobain Sweater,White - XLarge,41.3
Magazine S/S Shirt,Multicolor - XXLarge,44.5
Kurt Cobain Sweater,White - Large,69.6
Supreme®/ Vans® Dollar Era,Green - 4.5,71.1
Kurt Cobain Sweater,White - Medium,74.8
Supreme®/ Vans® Dollar Era,Green - 5.5,92.2
Magazine S/S Shirt,Grey - XXLarge,95.6
Trademark Jacquard Baggy Jean,Washed Yellow - 38,118.3
Supreme®/ Vans® Dollar Era,Green - 4,119.9
Kurt Cobain Sweater,White - Small,120.1
Supreme®/ Vans® Dollar Era,Green - 5,143.8
Magazine S/S Shirt,Multicolor - XLarge,166.0
Supreme®/ Vans® Dollar Skate Grosso Mid,Pink - 13,171.0
Supreme®/ Vans® Dollar Skate Grosso Mid,Pink - 4,241.2
Supreme®/ Vans® Dollar Skate Grosso Mid,Pink - 5.5,246.1
Gradient Mesh Stripe Baggy Short,Royal - XXLarge,261.4
Supreme®/Umbro Hooded Anorak,Royal - XXLarge,268.5
Supreme®/ Vans® Dollar Skate Grosso Mid,Black - 5.5,317.5
Magazine S/S Shirt,Multicolor - Large,342.5
Supreme®/ Vans® Dollar Skate Grosso Mid,Pink - 6,367.7
Supreme®/ Vans® Dollar Era,Green - 13,391.6
Magazine S/S Shirt,Grey - XLarge,438.6
"34"" Porcelain Jaguar",Orange - OS,438.6
Magazine Camp Cap,Multicolor - OS,439.9
Supreme®/ Vans® Dollar Skate Grosso Mid,Black - 4,488.3
Supreme®/ Vans® Dollar Skate Grosso Mid,Pink - 7,513.9
