Item Name,Item Color and Size,Item Sellout time
Beaded Sweater Vest,Navy - XXLarge,61.2
Mesh Stripe S/S Shirt,Multicolor - XXLarge,70.0
Mesh Stripe S/S Shirt,Green - XXLarge,104.6
Feedback Soccer Jersey,Black - XXLarge,155.2
Woven Shoulder Bag,Black - OS,160.4
Beaded Sweater Vest,Navy - Small,225.0
Mesh Stripe S/S Shirt,Black - XXLarge,279.6
Woven Shoulder Bag,White - OS,289.0
Raglan Utility Jacket,Black - XXLarge,438.1
Feedback Soccer Jersey,White - XXLarge,482.5
Frayed Patchwork Baggy Denim Short,Washed Blue - 38,493.0
