Item Name,Item Color and Size,Item Sellout time
Supreme®/Jacob & Co Logo Link Bracelet,14K Gold - S/M,55.1
Supreme®/Jacob & Co Logo Link Bracelet,Sterling Silver - S/M,75.8
Metallic Plaid S/S Shirt,Black - XXLarge,78.3
Metallic Plaid S/S Shirt,Red - XXLarge,98.3
Sleeve Stripe Zip Up Sweater,Black - XXLarge,137.6
Supreme®/Jacob & Co Logo Link Bracelet,Sterling Silver - L/XL,175.7
Sleeve Stripe Zip Up Sweater,Dusty Brown - XXLarge,195.2
Metallic Plaid S/S Shirt,Light Blue - XXLarge,215.1
Supreme®/Jacob & Co Logo Link Bracelet,14K Gold - L/XL,236.4
Crochet Football Jersey,Orange - XXLarge,251.9
Destruction of Purity Shirt,White - XLarge,276.1
Destruction of Purity Harrington Jacket,Teal - XXLarge,479.0
Destruction of Purity Chino Pant,Teal - 38,540.1
Destruction of Purity Shirt,White - Large,557.3
Destruction of Purity Shirt,Black - Medium,577.8
