Item Name,Item Color and Size,Item Sellout time
Supreme®/Clarks Originals® Wallabee®,Tan - 5,81.8
Gonz Poems Sweater,White - XXLarge,89.8
Gonz Poems Chino Pant,Black - 38,101.1
Supreme®/rOtring 600 3-in-1,Silver - OS,133.8
Gonz Poems Chino Pant,Stone - 36,140.2
Gradient Grid Zip Up Polo,Brown - XXLarge,143.5
Needlepoint S/S Shirt,White - XXLarge,152.0
Gonz Poems Chino Pant,Stone - 38,164.9
Gonz Poems Sweater,Olive - XXLarge,166.2
Needlepoint S/S Shirt,Black - XXLarge,166.2
Gonz Poems Chino Pant,Khaki - 38,182.3
Needlepoint S/S Shirt,Gold Stripe - XXLarge,188.4
Supreme®/Clarks Originals® Wallabee®,Black - 5,201.9
Gradient Grid Zip Up Polo,Natural - XXLarge,208.5
Supreme®/Umbro Break-Away Track Pant,Yellow - XXLarge,253.9
Gradient Grid Zip Up Polo,Black - XXLarge,278.5
Old English Straw Crusher,Natural - OS,324.1
Animal Kingdom S/S Top,Dark Navy - XXLarge,368.4
Supreme®/Clarks Originals® Wallabee®,Gold - 5,393.6
Supreme®/Clarks Originals® Wallabee®,Gold - 7,440.1
Gonz Poems Sweater,Black - XXLarge,465.8
Gradient Grid Knit Short,Black - XXLarge,489.6
