Item Name,Item Color and Size,Item Sellout time
Woven Straw Mat,Red - N/A,12.0
Chrome Logo Tee,Heather Pink - Small,12.5
Chrome Logo Tee,Royal - Small,13.1
Supreme Time Tee,Light Purple - Small,17.3
Chrome Logo Tee,Black - Small,19.7
Chrome Logo Tee,Dark Green - Small,21.6
Chrome Logo Tee,Dark Green - Large,22.3
Chrome Logo Tee,Dark Green - Medium,22.8
Chrome Logo Tee,Dark Green - XLarge,24.0
Morph Tee,Tie Dye - Small,25.0
Sailboat Tee,Dusty Teal - Small,26.2
Sailboat Tee,Light Pink - Small,28.2
Dinosaur Tee,Tie Dye - Small,29.4
Dinosaur Tee,Royal - Small,29.4
Sailboat Tee,White - Small,31.5
Crossover Hooded Sweatshirt,Natural - Small,31.7
Woven Straw Mat,Black - N/A,33.1
Cartoon Sweater,Black - Small,37.6
Dinosaur Tee,Burgundy - Small,42.8
Jacquard Logos Denim Overalls,Blue - Small,53.8
Supreme Time Tee,Light Purple - Large,64.1
Supreme Time Tee,Light Purple - XLarge,67.4
Supreme Time Tee,Light Purple - Medium,69.1
Dragon Tee,Black - Small,99.4
Dinosaur Tee,White - Small,99.4
Dinosaur Tee,Black - Small,101.0
Sailboat Tee,Black - XLarge,106.0
Side Logo S/S Top,Pink - Small,108.0
Sailboat Tee,Black - Small,111.0
Chrome Logo Tee,White - Small,121.3
Morph Tee,Pale Yellow - Small,122.2
Chrome Logo Tee,Black - Large,124.8
Crossover Hooded Sweatshirt,Heather Grey - Small,124.8
Dinosaur Tee,Burgundy - Medium,125.3
Chrome Logo Tee,Heather Pink - XLarge,129.8
Chrome Logo Tee,Black - XLarge,130.3
Cartoon Sweater,Multicolor - Small,130.4
Chrome Logo Tee,Heather Pink - Medium,131.8
Chrome Logo Tee,Yellow - Small,134.6
Dinosaur Tee,Tie Dye - Large,135.2
Chrome Logo Tee,Red - Small,138.1
Dinosaur Tee,Burgundy - Large,141.4
Cartoon Sweater,Black - XLarge,141.7
Chrome Logo Tee,Royal - XLarge,142.2
Chrome Logo Tee,Heather Pink - Large,143.3
Chrome Logo Tee,Royal - Medium,144.2
Jacquard Logos Denim Overalls,Pink - Small,144.8
Chrome Logo Tee,Royal - Large,146.8
Dinosaur Tee,Royal - XLarge,151.6
Milan Hooded Sweatshirt,Light Violet - Small,152.3
Morph Tee,Tie Dye - XLarge,154.3
Supreme Time Tee,Black - Small,154.6
Everything Is Shit Tee,Black - Small,154.6
Supreme Time Tee,Dusty Teal - Small,154.8
Everything Is Shit Tee,Light Purple - Small,154.9
Dinosaur Tee,Burgundy - XLarge,155.4
Dinosaur Tee,Tie Dye - XLarge,155.4
Dinosaur Tee,Acid Yellow - Small,155.4
Sailboat Tee,Heather Grey - Small,156.0
Sailboat Tee,Navy - Small,156.0
Sailboat Tee,Dusty Teal - Large,156.0
Sailboat Tee,Dusty Teal - XLarge,156.0
Sailboat Tee,Red - Small,156.0
Dinosaur Tee,Heather Grey - Small,157.3
Chrome Logo Tee,Yellow - XLarge,159.6
Sailboat Tee,Dusty Teal - Medium,162.7
Sailboat Tee,Black - Large,166.2
Supreme Time Tee,Dusty Teal - XLarge,167.5
Sailboat Tee,Light Pink - XLarge,171.2
Sailboat Tee,Navy - XLarge,171.2
Dinosaur Tee,Tie Dye - Medium,175.0
Dinosaur Tee,Royal - Large,175.3
Dinosaur Tee,Acid Yellow - Medium,180.1
Dinosaur Tee,Acid Yellow - XLarge,180.7
