Item Name,Item Color and Size,Item Sellout time
Waves Crusher,Multicolor - S/M,6.8
Waves Crusher,Multicolor - M/L,7.0
Waves Work Jacket,Multicolor - XLarge,7.3
Waves Work Jacket,Black - XLarge,7.3
Waves Work Jacket,Multicolor - Small,8.5
Waves Ceramic Bowl,Multicolor - N/A,8.6
Waves Work Jacket,Multicolor - Medium,10.0
Waves Work Jacket,Multicolor - Large,10.0
Waves Work Jacket,Black - Small,10.0
Rhinestone Baseball Jersey,Black - Small,15.5
Rhinestone Baseball Jersey,Pinstripe - Small,15.5
Supreme®/Mac Tools® T5025P Tech Series Workstation,Red - N/A,16.2
Waves Regular Jean,Multicolor - 30,17.4
Waves Regular Jean,Multicolor - 32,17.4
Waves Regular Jean,Multicolor - 36,17.4
Waves Crusher,Black - M/L,18.1
Waves Work Jacket,Black - Medium,21.1
Waves Work Jacket,Black - Large,21.1
Waves Regular Jean,Black - 32,22.2
Waves Crusher,Black - S/M,22.5
Waves Regular Jean,Black - 36,24.4
Dragon Overdyed Hooded Sweatshirt,Bright Purple - Small,27.2
Waves Regular Jean,Multicolor - 34,27.4
Waves Regular Jean,Black - 34,27.4
Waves Regular Jean,Black - 30,27.5
Waves L/S Top,Multicolor - Small,40.1
Waves L/S Top,Multicolor - XLarge,40.1
Dragon Overdyed Hooded Sweatshirt,Red - Small,44.1
Rhinestone Baseball Jersey,Yellow - Small,53.7
Satin Pajama Set,Red - Small,57.5
Dragon Overdyed Hooded Sweatshirt,Black - Small,58.4
Satin Pajama Set,Red - XLarge,67.3
Dragon Overdyed Hooded Sweatshirt,Lime - Small,78.6
Dragon Overdyed Hooded Sweatshirt,Bright Purple - XLarge,78.6
Floral Rayon S/S Shirt,Black - Small,78.8
Waves L/S Top,Multicolor - Large,81.9
Eyelet Hooded Sweatshirt,Red - Small,85.5
Floral Rayon S/S Shirt,White - Small,86.6
Satin Pajama Set,Black - Small,87.3
Mary Work Short,Khaki - 36,88.5
Painted Logo S/S Top,Black - Small,89.2
Rhinestone Baseball Jersey,Pinstripe - XLarge,90.7
Waves L/S Top,Black - Small,91.8
Painted Logo S/S Top,Royal - Small,113.8
Waves L/S Top,Multicolor - Medium,116.6
Dragon Overdyed Hooded Sweatshirt,Black - XLarge,120.6
Rhinestone Baseball Jersey,Black - XLarge,126.6
Supreme®/Castelli Cycling Jersey,Multicolor - Small,132.2
Cargo Short,Blue Chocolate Chip Camo - 36,142.8
Mary Work Short,Khaki - 34,149.9
Mary Work Short,Khaki - 32,153.4
